0;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;;;;;;;;;;;;;;;;;;;;;;;;
20120728;28/07/2012 00:00;samedi, juillet 28 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120701;01/07/2012 00:00;juillet 2012;20120723;23/07/2012 00:00;Semaine 31, 2012;210;Jour 210;28;Jour 28;28;Jour 28;28;Jour 28;6;Jour 6;31;Semaine 31;7;Mois 7;1;Mois 1;1;Mois 1;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120729;29/07/2012 00:00;dimanche, juillet 29 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120701;01/07/2012 00:00;juillet 2012;20120723;23/07/2012 00:00;Semaine 31, 2012;211;Jour 211;29;Jour 29;29;Jour 29;29;Jour 29;7;Jour 7;31;Semaine 31;7;Mois 7;1;Mois 1;1;Mois 1;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120730;30/07/2012 00:00;lundi, juillet 30 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120701;01/07/2012 00:00;juillet 2012;20120730;30/07/2012 00:00;Semaine 32, 2012;212;Jour 212;30;Jour 30;30;Jour 30;30;Jour 30;1;Jour 1;32;Semaine 32;7;Mois 7;1;Mois 1;1;Mois 1;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120731;31/07/2012 00:00;mardi, juillet 31 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120701;01/07/2012 00:00;juillet 2012;20120730;30/07/2012 00:00;Semaine 32, 2012;213;Jour 213;31;Jour 31;31;Jour 31;31;Jour 31;2;Jour 2;32;Semaine 32;7;Mois 7;1;Mois 1;1;Mois 1;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120801;01/08/2012 00:00;mercredi, août 01 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120730;30/07/2012 00:00;Semaine 32, 2012;214;Jour 214;32;Jour 32;32;Jour 32;1;Jour 1;3;Jour 3;32;Semaine 32;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120802;02/08/2012 00:00;jeudi, août 02 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120730;30/07/2012 00:00;Semaine 32, 2012;215;Jour 215;33;Jour 33;33;Jour 33;2;Jour 2;4;Jour 4;32;Semaine 32;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120803;03/08/2012 00:00;vendredi, août 03 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120730;30/07/2012 00:00;Semaine 32, 2012;216;Jour 216;34;Jour 34;34;Jour 34;3;Jour 3;5;Jour 5;32;Semaine 32;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120804;04/08/2012 00:00;samedi, août 04 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120730;30/07/2012 00:00;Semaine 32, 2012;217;Jour 217;35;Jour 35;35;Jour 35;4;Jour 4;6;Jour 6;32;Semaine 32;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120805;05/08/2012 00:00;dimanche, août 05 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120730;30/07/2012 00:00;Semaine 32, 2012;218;Jour 218;36;Jour 36;36;Jour 36;5;Jour 5;7;Jour 7;32;Semaine 32;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120806;06/08/2012 00:00;lundi, août 06 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120806;06/08/2012 00:00;Semaine 33, 2012;219;Jour 219;37;Jour 37;37;Jour 37;6;Jour 6;1;Jour 1;33;Semaine 33;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120807;07/08/2012 00:00;mardi, août 07 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120806;06/08/2012 00:00;Semaine 33, 2012;220;Jour 220;38;Jour 38;38;Jour 38;7;Jour 7;2;Jour 2;33;Semaine 33;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120808;08/08/2012 00:00;mercredi, août 08 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120806;06/08/2012 00:00;Semaine 33, 2012;221;Jour 221;39;Jour 39;39;Jour 39;8;Jour 8;3;Jour 3;33;Semaine 33;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120809;09/08/2012 00:00;jeudi, août 09 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120806;06/08/2012 00:00;Semaine 33, 2012;222;Jour 222;40;Jour 40;40;Jour 40;9;Jour 9;4;Jour 4;33;Semaine 33;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120810;10/08/2012 00:00;vendredi, août 10 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120806;06/08/2012 00:00;Semaine 33, 2012;223;Jour 223;41;Jour 41;41;Jour 41;10;Jour 10;5;Jour 5;33;Semaine 33;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120811;11/08/2012 00:00;samedi, août 11 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120806;06/08/2012 00:00;Semaine 33, 2012;224;Jour 224;42;Jour 42;42;Jour 42;11;Jour 11;6;Jour 6;33;Semaine 33;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120812;12/08/2012 00:00;dimanche, août 12 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120806;06/08/2012 00:00;Semaine 33, 2012;225;Jour 225;43;Jour 43;43;Jour 43;12;Jour 12;7;Jour 7;33;Semaine 33;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120813;13/08/2012 00:00;lundi, août 13 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120813;13/08/2012 00:00;Semaine 34, 2012;226;Jour 226;44;Jour 44;44;Jour 44;13;Jour 13;1;Jour 1;34;Semaine 34;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120814;14/08/2012 00:00;mardi, août 14 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120813;13/08/2012 00:00;Semaine 34, 2012;227;Jour 227;45;Jour 45;45;Jour 45;14;Jour 14;2;Jour 2;34;Semaine 34;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120815;15/08/2012 00:00;mercredi, août 15 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120813;13/08/2012 00:00;Semaine 34, 2012;228;Jour 228;46;Jour 46;46;Jour 46;15;Jour 15;3;Jour 3;34;Semaine 34;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120816;16/08/2012 00:00;jeudi, août 16 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120813;13/08/2012 00:00;Semaine 34, 2012;229;Jour 229;47;Jour 47;47;Jour 47;16;Jour 16;4;Jour 4;34;Semaine 34;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120817;17/08/2012 00:00;vendredi, août 17 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120813;13/08/2012 00:00;Semaine 34, 2012;230;Jour 230;48;Jour 48;48;Jour 48;17;Jour 17;5;Jour 5;34;Semaine 34;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120818;18/08/2012 00:00;samedi, août 18 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120813;13/08/2012 00:00;Semaine 34, 2012;231;Jour 231;49;Jour 49;49;Jour 49;18;Jour 18;6;Jour 6;34;Semaine 34;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120819;19/08/2012 00:00;dimanche, août 19 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120813;13/08/2012 00:00;Semaine 34, 2012;232;Jour 232;50;Jour 50;50;Jour 50;19;Jour 19;7;Jour 7;34;Semaine 34;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120820;20/08/2012 00:00;lundi, août 20 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120820;20/08/2012 00:00;Semaine 35, 2012;233;Jour 233;51;Jour 51;51;Jour 51;20;Jour 20;1;Jour 1;35;Semaine 35;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120821;21/08/2012 00:00;mardi, août 21 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120820;20/08/2012 00:00;Semaine 35, 2012;234;Jour 234;52;Jour 52;52;Jour 52;21;Jour 21;2;Jour 2;35;Semaine 35;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120822;22/08/2012 00:00;mercredi, août 22 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120820;20/08/2012 00:00;Semaine 35, 2012;235;Jour 235;53;Jour 53;53;Jour 53;22;Jour 22;3;Jour 3;35;Semaine 35;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120823;23/08/2012 00:00;jeudi, août 23 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120820;20/08/2012 00:00;Semaine 35, 2012;236;Jour 236;54;Jour 54;54;Jour 54;23;Jour 23;4;Jour 4;35;Semaine 35;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120824;24/08/2012 00:00;vendredi, août 24 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120820;20/08/2012 00:00;Semaine 35, 2012;237;Jour 237;55;Jour 55;55;Jour 55;24;Jour 24;5;Jour 5;35;Semaine 35;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120825;25/08/2012 00:00;samedi, août 25 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120820;20/08/2012 00:00;Semaine 35, 2012;238;Jour 238;56;Jour 56;56;Jour 56;25;Jour 25;6;Jour 6;35;Semaine 35;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120826;26/08/2012 00:00;dimanche, août 26 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120820;20/08/2012 00:00;Semaine 35, 2012;239;Jour 239;57;Jour 57;57;Jour 57;26;Jour 26;7;Jour 7;35;Semaine 35;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120827;27/08/2012 00:00;lundi, août 27 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120827;27/08/2012 00:00;Semaine 36, 2012;240;Jour 240;58;Jour 58;58;Jour 58;27;Jour 27;1;Jour 1;36;Semaine 36;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120828;28/08/2012 00:00;mardi, août 28 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120827;27/08/2012 00:00;Semaine 36, 2012;241;Jour 241;59;Jour 59;59;Jour 59;28;Jour 28;2;Jour 2;36;Semaine 36;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120829;29/08/2012 00:00;mercredi, août 29 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120827;27/08/2012 00:00;Semaine 36, 2012;242;Jour 242;60;Jour 60;60;Jour 60;29;Jour 29;3;Jour 3;36;Semaine 36;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120830;30/08/2012 00:00;jeudi, août 30 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120827;27/08/2012 00:00;Semaine 36, 2012;243;Jour 243;61;Jour 61;61;Jour 61;30;Jour 30;4;Jour 4;36;Semaine 36;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120831;31/08/2012 00:00;vendredi, août 31 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120801;01/08/2012 00:00;août 2012;20120827;27/08/2012 00:00;Semaine 36, 2012;244;Jour 244;62;Jour 62;62;Jour 62;31;Jour 31;5;Jour 5;36;Semaine 36;8;Mois 8;2;Mois 2;2;Mois 2;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120901;01/09/2012 00:00;samedi, septembre 01 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120827;27/08/2012 00:00;Semaine 36, 2012;245;Jour 245;63;Jour 63;63;Jour 63;1;Jour 1;6;Jour 6;36;Semaine 36;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120902;02/09/2012 00:00;dimanche, septembre 02 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120827;27/08/2012 00:00;Semaine 36, 2012;246;Jour 246;64;Jour 64;64;Jour 64;2;Jour 2;7;Jour 7;36;Semaine 36;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120903;03/09/2012 00:00;lundi, septembre 03 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120903;03/09/2012 00:00;Semaine 37, 2012;247;Jour 247;65;Jour 65;65;Jour 65;3;Jour 3;1;Jour 1;37;Semaine 37;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120904;04/09/2012 00:00;mardi, septembre 04 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120903;03/09/2012 00:00;Semaine 37, 2012;248;Jour 248;66;Jour 66;66;Jour 66;4;Jour 4;2;Jour 2;37;Semaine 37;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120905;05/09/2012 00:00;mercredi, septembre 05 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120903;03/09/2012 00:00;Semaine 37, 2012;249;Jour 249;67;Jour 67;67;Jour 67;5;Jour 5;3;Jour 3;37;Semaine 37;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120906;06/09/2012 00:00;jeudi, septembre 06 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120903;03/09/2012 00:00;Semaine 37, 2012;250;Jour 250;68;Jour 68;68;Jour 68;6;Jour 6;4;Jour 4;37;Semaine 37;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120907;07/09/2012 00:00;vendredi, septembre 07 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120903;03/09/2012 00:00;Semaine 37, 2012;251;Jour 251;69;Jour 69;69;Jour 69;7;Jour 7;5;Jour 5;37;Semaine 37;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120908;08/09/2012 00:00;samedi, septembre 08 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120903;03/09/2012 00:00;Semaine 37, 2012;252;Jour 252;70;Jour 70;70;Jour 70;8;Jour 8;6;Jour 6;37;Semaine 37;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120909;09/09/2012 00:00;dimanche, septembre 09 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120903;03/09/2012 00:00;Semaine 37, 2012;253;Jour 253;71;Jour 71;71;Jour 71;9;Jour 9;7;Jour 7;37;Semaine 37;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120910;10/09/2012 00:00;lundi, septembre 10 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120910;10/09/2012 00:00;Semaine 38, 2012;254;Jour 254;72;Jour 72;72;Jour 72;10;Jour 10;1;Jour 1;38;Semaine 38;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120911;11/09/2012 00:00;mardi, septembre 11 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120910;10/09/2012 00:00;Semaine 38, 2012;255;Jour 255;73;Jour 73;73;Jour 73;11;Jour 11;2;Jour 2;38;Semaine 38;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120912;12/09/2012 00:00;mercredi, septembre 12 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120910;10/09/2012 00:00;Semaine 38, 2012;256;Jour 256;74;Jour 74;74;Jour 74;12;Jour 12;3;Jour 3;38;Semaine 38;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120913;13/09/2012 00:00;jeudi, septembre 13 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120910;10/09/2012 00:00;Semaine 38, 2012;257;Jour 257;75;Jour 75;75;Jour 75;13;Jour 13;4;Jour 4;38;Semaine 38;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120914;14/09/2012 00:00;vendredi, septembre 14 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120910;10/09/2012 00:00;Semaine 38, 2012;258;Jour 258;76;Jour 76;76;Jour 76;14;Jour 14;5;Jour 5;38;Semaine 38;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120915;15/09/2012 00:00;samedi, septembre 15 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120910;10/09/2012 00:00;Semaine 38, 2012;259;Jour 259;77;Jour 77;77;Jour 77;15;Jour 15;6;Jour 6;38;Semaine 38;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120916;16/09/2012 00:00;dimanche, septembre 16 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120910;10/09/2012 00:00;Semaine 38, 2012;260;Jour 260;78;Jour 78;78;Jour 78;16;Jour 16;7;Jour 7;38;Semaine 38;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120917;17/09/2012 00:00;lundi, septembre 17 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120917;17/09/2012 00:00;Semaine 39, 2012;261;Jour 261;79;Jour 79;79;Jour 79;17;Jour 17;1;Jour 1;39;Semaine 39;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120918;18/09/2012 00:00;mardi, septembre 18 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120917;17/09/2012 00:00;Semaine 39, 2012;262;Jour 262;80;Jour 80;80;Jour 80;18;Jour 18;2;Jour 2;39;Semaine 39;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
20120919;19/09/2012 00:00;mercredi, septembre 19 2012;20120101;01/01/2012 00:00;Calendrier 2012;20120701;01/07/2012 00:00;Semestre 2, 2012;20120701;01/07/2012 00:00;Trimestre 3, 2012;20120901;01/09/2012 00:00;septembre 2012;20120917;17/09/2012 00:00;Semaine 39, 2012;263;Jour 263;81;Jour 81;81;Jour 81;19;Jour 19;3;Jour 3;39;Semaine 39;9;Mois 9;3;Mois 3;3;Mois 3;3;Trimestre 3;1;Trimestre 1;2;Semestre 2
